,S1,S2,S3,I1_3hr,I2_3hr,I3_3hr,I1_6hr,I2_6hr,I3_6hr,I1_12hr,I2_12hr,I3_12hr,I1_24hr,I2_24hr,I3_24hr,S1,S2,S3
DZIP3,6.2452093820312715,6.299558439797559,6.241805954032526,6.448666208515399,6.2793369605912925,6.129670952179888,6.255143405415066,6.466168296542815,6.002794288292569,6.27738902616576,6.23394407093206,5.970181331342251,6.074156819889482,6.203162342603598,6.270265465252682,6.2452093820312715,6.299558439797559,6.241805954032526
E030002O03RIK,0.0,0.1303785636532166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1303785636532166,0.0
E030010N08RIK,0.2978028732257238,0.1303785636532166,0.0,0.08311589145506199,0.4088872543486918,0.21273506371410925,0.09821688037620313,0.6598643382326211,0.6171281026343425,0.22274414956284846,0.0,0.12684644967126532,0.3309827356733279,0.08425347682109022,0.34311962092240117,0.2978028732257238,0.1303785636532166,0.0
E030013I19RIK,0.7354230337875467,1.0120283079581127,1.0162030951726837,0.8245190195637838,0.7091529418259365,0.7647586283365048,1.1814797506290007,1.0571287251552743,0.6378988949785753,0.8423898801152873,0.8484077922273455,0.7166224605303592,0.7623477795042484,0.904592715624899,0.6201107301223331,0.7354230337875467,1.0120283079581127,1.0162030951726837
E030024N20RIK,1.368471761227708,1.3295795085735884,1.5926177335806164,1.1669544329258374,1.1562220097032851,0.8937262927889597,1.1512915755041597,1.6240964258530999,1.3544361585713398,0.8423898801152873,1.2904760092934715,1.3703593828304175,1.6744128831646496,1.341157604826987,1.5369733047174534,1.368471761227708,1.3295795085735884,1.5926177335806164
E030025P04RIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07264912858301324,0.03277241303068655,0.14162631577357399,0.0,0.0,0.0,0.0,0.0
E030042O20RIK,0.12658749996467972,0.0666615947586995,0.08193083370898185,0.23622964865893328,0.0,0.17262383184919045,0.12952412886706743,0.21183934883142577,0.1807267481529846,0.2981395667144491,0.20781533865377605,0.12684644967126532,0.07255035492513627,0.08425347682109022,0.20991869678758157,0.12658749996467972,0.0666615947586995,0.08193083370898185
E130006D01RIK,0.06468171286244247,0.24994498097402087,0.3367991508974011,0.3412632652453207,0.4309705759642123,0.4324707890552594,0.1901713509972179,0.48068864288032914,0.15213442163432897,0.2981395667144491,0.23971689866339937,0.3250834440229175,0.14162631577357399,0.41225546488691195,0.41751037469375785,0.06468171286244247,0.24994498097402087,0.3367991508974011
E130012A19RIK,5.408545579835596,5.429230719023104,5.491870353769603,5.08630415777561,5.47164847750685,5.766814569608476,5.317889504866777,5.699925669623697,5.4874257417459225,5.40470368391647,5.540763687481772,5.510126356685419,4.475634957319938,5.303378169396092,5.469802868781014,5.408545579835596,5.429230719023104,5.491870353769603
E130018N17RIK,0.0959666267290538,0.0,0.19671294418499916,0.0,0.16719479560776485,0.2517611848241309,0.3843611195333122,0.42512442982664916,0.23626558486655302,0.19671057484474844,0.07264912858301324,0.29837773961352543,0.3309827356733279,0.27558711489934107,0.2646834603176919,0.0959666267290538,0.0,0.19671294418499916
E130018O15RIK,0.06468171286244247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06279164114503179,0.0,0.0,0.0,0.0,0.0,0.0,0.06468171286244247,0.0,0.0
E130102H24RIK,2.081584905883026,2.1235408274070005,2.1435137512356843,1.9873831740162855,1.9889323723728332,1.660294483467971,1.8506536106134985,1.7650331594981001,1.5858377962550874,1.9325527178354334,1.8408857980850284,1.9096309385851626,1.9494811844944293,2.166093165618452,2.1378171386734532,2.081584905883026,2.1235408274070005,2.1435137512356843
E130114P18RIK,1.2059204938673682,1.2166922252169987,1.0972441240624344,1.2230067102776758,1.2082959966684501,1.2231866133193892,1.1664646219998656,1.5350406595521395,1.167086392149818,1.2366321903113568,1.4760116352244324,1.2776973912147254,1.565505242881001,1.0790005494000825,1.0832036431139374,1.2059204938673682,1.2166922252169987,1.0972441240624344
E130201H02RIK,0.3506387588983331,0.1303785636532166,0.159457782405914,0.0,0.31700999822349674,0.08889226269511284,0.24837163573439114,0.21183934883142577,0.23626558486655302,0.22274414956284846,0.3014786869970882,0.12684644967126532,0.2394089713225946,0.3109870010728678,0.5335576542314826,0.3506387588983331,0.1303785636532166,0.159457782405914
E130208F15RIK,0.06468171286244247,0.0666615947586995,0.19671294418499916,0.1994475414939296,0.02924626420548696,0.0,0.0,0.07412351315637039,0.23626558486655302,0.17019857525088164,0.14181462158383346,0.29837773961352543,0.27058388075936063,0.4760225324229792,0.48825262474144704,0.06468171286244247,0.0666615947586995,0.19671294418499916
E130215H24RIK,0.5216685933731279,0.6265233094066184,0.5533302219629078,0.6170453066050707,0.47414829139559095,0.4324707890552594,0.46019865310597013,0.42512442982664916,0.3664222384544765,0.22274414956284846,0.3014786869970882,0.37705604893678496,0.5752666734329834,0.4444912827336963,0.6409613036017677,0.5216685933731279,0.6265233094066184,0.5533302219629078
E130218I03RIK,0.0,0.0,0.08193083370898185,0.12294451936404979,0.08601808179245722,0.045130664850922556,0.12952412886706743,0.14462405595286792,0.09319148591072036,0.029797595533912456,0.07264912858301324,0.06481687017863925,0.0,0.0,0.09372802073433252,0.0,0.0,0.08193083370898185
E130307A14RIK,3.5800427769787255,3.9991945522203136,3.9776917492589616,3.9922981525713266,3.822466423042624,3.8393958045248695,3.7339180780200394,3.734483999331537,3.8822356455091604,3.5771628373281885,3.547291665627229,3.655686245803551,3.830734674218094,3.7364426471223737,3.8748904351326963,3.5800427769787255,3.9991945522203136,3.9776917492589616
E130308A19RIK,3.602001339061775,3.944852757369108,3.752275916825835,3.701431901081289,3.9786753896279046,3.8232930402188208,3.8652548001128926,3.873302438323036,4.036856642776216,4.155451885069684,4.027953192936477,3.910577797299643,3.93413841895903,3.913849985081839,3.802706043741078,3.602001339061775,3.944852757369108,3.752275916825835
E130309D02RIK,3.6182536732453934,3.402765050400304,3.5690850168619237,3.4428135150201,3.5772111745584545,3.7192323651306185,3.5978356169679997,3.85239099925989,4.011215386894168,4.210155060566578,3.8404293288974682,3.8861256398857966,3.60781018432896,4.021945517252133,4.219654494012703,3.6182536732453934,3.402765050400304,3.5690850168619237
E130309D14RIK,4.937566908991178,4.943421246144428,4.793552318909919,4.780256508010306,5.02311918448467,5.062301152855277,4.930496181528906,5.182821616565029,4.908159600944414,5.332569140675306,5.166421567005949,5.195186230810632,4.47897538416809,5.19267693951291,5.295838209971033,4.937566908991178,4.943421246144428,4.793552318909919
E130311K13RIK,2.7311971283804475,2.649128923144116,2.8051787492746767,2.566129380892719,2.8158330077669143,2.527694298219863,2.568390299499564,2.440576806745281,2.653909230341655,2.725464560232453,3.0544849709787143,2.758515618807669,2.428621769091008,2.646661551156635,2.9679594521065122,2.7311971283804475,2.649128923144116,2.8051787492746767
E130317F20RIK,2.7111326583728883,2.6707191361329867,2.6923259235992485,2.6503061364012632,2.684121209282913,2.634910621870754,2.3794804616352923,2.4335541696790717,2.7807315737626603,2.450470371589015,2.605761993377833,2.3146565220917097,2.5415563426061234,2.477823993458338,2.6813774938878554,2.7111326583728883,2.6707191361329867,2.6923259235992485
E230001N04RIK,1.368471761227708,1.8765306649430344,1.5500685081531556,1.1283386074195827,1.5178169885294266,1.1833689483801193,1.6919379839762219,1.4815693837781703,1.9767315626781763,1.2744612472966859,1.3790805107225796,1.5165510540051121,1.348923293958879,1.5775317873402843,1.694867463748179,1.368471761227708,1.8765306649430344,1.5500685081531556
E230008N13RIK,0.12658749996467972,0.1303785636532166,0.04154694651503089,0.23622964865893328,0.6725487044291208,0.0,0.06621514947382892,0.24430800270882172,0.23626558486655302,0.05899218160098478,0.07264912858301324,0.37705604893678496,0.6243599997537348,0.27558711489934107,0.031924060716464,0.12658749996467972,0.1303785636532166,0.04154694651503089
E230015B07RIK,0.24295817463178446,0.033715786309081945,0.0,0.6717772843452391,0.1406401857774799,0.3980944613911906,0.48461708308457263,0.707220253069357,0.5746672762054211,0.6638719267750035,0.14181462158383346,0.42722127958891576,0.47176481703735396,0.4444912827336963,0.5556875840229138,0.24295817463178446,0.033715786309081945,0.0
E230016K23RIK,0.12658749996467972,0.19140008309439854,0.0,0.16170306991292882,0.11358762535576959,0.0,0.21956495832058123,0.367334186928172,0.2632532795081878,0.3224204903975153,0.20781533865377605,0.869586331782928,0.20754550317267614,0.5068793553873804,1.0049415194085238,0.12658749996467972,0.19140008309439854,0.0
E230016M11RIK,1.8985270845201896,2.4069257615573076,2.065101416248988,2.629717903061602,2.598906552487025,2.2478186298906744,2.3794804616352923,2.4614419129337906,2.2096154601229987,2.1917459729446738,2.2849430427430826,2.1600773804665563,2.6162662649424804,2.485590614212675,2.59852848644131,1.8985270845201896,2.4069257615573076,2.065101416248988
E230019M04RIK,0.0,0.0,0.0,0.0,0.057911410055880505,0.0,0.0,0.0,0.06279164114503179,0.0,0.0,0.06481687017863925,0.0,0.0,0.0,0.0,0.0,0.0
E230025N22RIK,0.12658749996467972,0.3335352811145586,0.08193083370898185,0.7753802258969799,0.6158397890143087,0.17262383184919045,0.46019865310597013,0.367334186928172,0.5309187652423089,0.5243111868739275,0.07264912858301324,0.4023566957529802,0.5500789852610986,0.37928287055710275,0.39313719125013413,0.12658749996467972,0.3335352811145586,0.08193083370898185
E2F1,3.2933708090752796,3.0209841810055735,3.239346466962124,3.1372412538682095,2.996982254504239,3.33912181962779,2.678328082470054,2.667031391678022,2.9563736761661095,2.6459231225319395,3.0318876850782455,2.6882545065621346,2.5287197074608163,2.984769507620405,2.8698061671785937,3.2933708090752796,3.0209841810055735,3.239346466962124
E2F2,0.9389132236692426,0.9248739650751726,0.7161306360953968,0.6983838223425003,0.8469342579659647,0.8688386111093949,0.9555568980430961,0.9821036453278427,0.9181557506006769,0.7379502171880011,0.741055112407759,0.9575575611905967,0.5752666734329834,0.6241020835101125,0.577483178233568,0.9389132236692426,0.9248739650751726,0.7161306360953968
E2F3,4.265064458370313,4.057721972802034,4.060863207027315,4.108452398209872,4.1795355783089425,4.266020519692081,4.713940047500089,4.875978919559043,4.4708501167952575,4.939017967657932,4.455652431516189,4.721841254861586,3.943840845517191,4.438813560112463,4.7773953933998765,4.265064458370313,4.057721972802034,4.060863207027315
E2F4,3.860663162642466,3.8367940677583108,3.749144569923127,3.6580367817951105,3.788659843703847,3.9825743992924925,3.989897430145407,4.244247361194992,4.050477003869011,4.157140396835495,4.090521284837569,4.160873385835956,3.8096645704435024,4.188229368700381,4.257276090872825,3.860663162642466,3.8367940677583108,3.749144569923127
E2F5,2.818186211643697,3.025180604158311,2.932102616284256,2.82949498429656,2.996982254504239,3.021117864658221,2.8619583461549674,2.8040256652345694,3.1423061053370915,2.8434195069704655,3.0899201821014226,3.0260141099448257,2.787687619470237,3.080186872553585,2.773954234541696,2.818186211643697,3.025180604158311,2.932102616284256
E2F6,4.0342224756994725,4.082096111979319,4.037951767119994,3.883463888775444,3.982418612313586,3.9680007053672726,3.575274700521625,3.7373383614516555,3.944002545532172,4.128163420880595,4.030235125679788,3.9215568715111893,3.8921592686435225,4.082093074595538,4.133998161029252,4.0342224756994725,4.082096111979319,4.037951767119994
E2F7,0.4984424686933968,0.36035601187825195,0.23303022280261132,0.47037782756013324,0.2930964125752963,0.5309424128611459,0.8467371081832371,0.7754612606004941,0.6583748850479771,0.19671057484474844,0.23971689866339937,0.5680298722617235,0.5500789852610986,0.4444912827336963,0.5110829717124434,0.4984424686933968,0.36035601187825195,0.23303022280261132
E2F8,0.06468171286244247,0.19140008309439854,0.3030320754719371,0.16170306991292882,0.16719479560776485,0.32678236046329184,0.06621514947382892,0.21183934883142577,0.3911015597737863,0.3697897278408389,0.07264912858301324,0.24343590343252305,0.27058388075936063,0.23929671331668462,0.18173647973792417,0.06468171286244247,0.19140008309439854,0.3030320754719371
E330009J07RIK,6.829500727111911,6.81392045055356,6.805026915732509,6.744727373743002,6.709055093069783,6.947611559315649,6.597106013826268,6.674113294469913,6.554522727550561,6.764819694046798,6.922546525164194,6.308039657586822,6.252110108832418,6.606337614476809,6.387103046257673,6.829500727111911,6.81392045055356,6.805026915732509
E330012B07RIK,0.12658749996467972,0.1303785636532166,0.0,0.08311589145506199,0.16719479560776485,0.0,0.1901713509972179,0.10980438769000479,0.1807267481529846,0.22274414956284846,0.0,0.21515990172663688,0.20754550317267614,0.0,0.31744515597879935,0.12658749996467972,0.1303785636532166,0.0
E330013P04RIK,0.12658749996467972,0.5115833782497676,0.19671294418499916,0.3070947136793063,0.16719479560776485,0.2517611848241309,0.1901713509972179,0.21183934883142577,0.09319148591072036,0.5032243934355527,0.41759480633166807,0.29837773961352543,0.38895425549447776,0.4760225324229792,0.48825262474144704,0.12658749996467972,0.5115833782497676,0.19671294418499916
E330014E10RIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06279164114503179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E330017A01RIK,0.0,0.0,0.0,0.0,0.0,0.08889226269511284,0.0,0.0,0.0,0.0,0.0,0.03277241303068655,0.07255035492513627,0.08425347682109022,0.06315696976092773,0.0,0.0,0.0
E330017L17RIK,0.06468171286244247,0.1303785636532166,0.0,0.16170306991292882,0.11358762535576959,0.17262383184919045,0.0,0.2760619860392324,0.2897453868296772,0.11566662019724434,0.0,0.35130377078293423,0.14162631577357399,0.3109870010728678,0.23756092203874155,0.06468171286244247,0.1303785636532166,0.0
E330020D12RIK,0.24295817463178446,0.0666615947586995,0.36979393079966366,0.1994475414939296,0.21888120675814676,0.08889226269511284,0.12952412886706743,0.07412351315637039,0.34131338432630215,0.22274414956284846,0.20781533865377605,0.35130377078293423,0.38895425549447776,0.08425347682109022,0.12366468346098046,0.24295817463178446,0.0666615947586995,0.36979393079966366
E330021D16RIK,0.06468171286244247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06481687017863925,0.07255035492513627,0.0,0.0,0.06468171286244247,0.0,0.0
E330034G19RIK,0.0,0.0666615947586995,0.08193083370898185,0.16170306991292882,0.057911410055880505,0.0,0.0,0.07412351315637039,0.0,0.05899218160098478,0.0,0.0,0.07255035492513627,0.0,0.0,0.0,0.0666615947586995,0.08193083370898185
E430018J23RIK,2.9736479413049266,3.025180604158311,2.7808521741153456,2.9227078723380004,3.076185885135628,2.720866294459414,2.9783015005627247,2.765394819162065,2.813053527582821,2.787828684315904,3.128771354248265,3.089697891162382,2.5415563426061234,3.174495985963881,2.820392943358783,2.9736479413049266,3.025180604158311,2.7808521741153456
E430024P14RIK,0.831488981443025,1.2882749513590934,1.0972441240624344,1.1086360451327364,0.8953888477138608,0.9659125779102172,0.97292147946337,0.9627214998956354,1.167086392149818,0.8590844065296774,0.8064203619983236,0.8141079543152983,1.0764500867698166,0.7583874805353092,0.8523902033462286,0.831488981443025,1.2882749513590934,1.0972441240624344
E430025E21RIK,5.486604793729761,5.4252668152600325,5.5169415213911766,5.324845051771426,5.247349573782555,5.340922508825991,5.191013211545404,5.152134621638346,5.146047178388027,5.181472162234907,5.254938162143239,5.092060803606284,5.308481522837803,5.419425152019336,5.437392868107943,5.486604793729761,5.4252668152600325,5.5169415213911766
E4F1,3.6289877308778933,3.8439385910853816,3.7770849850109216,3.6132957842743734,3.936845893137345,3.9825743992924925,3.4599357131587656,3.532393779408871,3.8713136823439593,3.7210918351943096,4.055101017510397,3.8680782805310496,3.8617738506179764,3.9022911698096028,3.8571801024887074,3.6289877308778933,3.8439385910853816,3.7770849850109216
E530001K10RIK,0.6745549444603117,0.8511493525803517,0.7665559804939203,1.047860567832713,1.2708516997609847,0.9659125779102172,1.268429686919369,0.8406196580093056,1.1953867929836581,0.7197841813610975,0.41759480633166807,0.5902175884953825,0.7402469828301614,0.6793249726937033,0.39313719125013413,0.6745549444603117,0.8511493525803517,0.7665559804939203
EAF1,3.980754002484252,4.113967324641228,3.8402489187505027,3.7720208880729236,4.079980210460224,3.9473469955733154,4.287490517268392,4.470380211359646,4.4923948749576095,4.960450531828605,4.460736972832845,4.762709202165402,4.639829987771864,4.771401023564429,4.850825389489953,3.980754002484252,4.113967324641228,3.8402489187505027
EAF2,0.6325010178924696,0.41254643426825705,0.5533302219629078,0.6983838223425003,0.5767563339502219,1.0787340205099782,0.46019865310597013,0.9627214998956354,0.9181557506006769,0.9397766434167824,0.7631742277425316,1.0880248603540779,0.9082424214816629,0.6241020835101125,1.3342711116763135,0.6325010178924696,0.41254643426825705,0.5533302219629078
EAPP,4.563888082044484,4.293428500340007,4.249959595216584,4.33941972291072,4.381559801098381,4.246831305401058,4.151128720237467,4.303226505647311,4.208093258027852,4.388923823548713,4.428228022389024,4.1590190778403064,4.129585936825727,4.458678694346801,4.3119305856641175,4.563888082044484,4.293428500340007,4.249959595216584
EARS2,3.094744860918947,3.260509741726436,3.043654670878743,3.0726080174388097,3.250839781964973,2.9457701402390875,2.9610019426961447,2.958784062293604,3.0791598620216027,3.278330931776155,3.2155512653686844,3.14320461191192,2.9932192600810423,3.2264045119890046,3.0790844865475493,3.094744860918947,3.260509741726436,3.043654670878743
EBAG9,3.6968774715629307,3.5585395581496067,3.6518969814388105,3.563509003258905,3.5870786468306903,3.6070783085611624,3.5695789108064577,3.4443012435989946,3.4311788342318397,3.5310269632992473,3.666508349495906,3.5379109801231055,3.5955521781005344,3.5378599620273135,3.5913334075167747,3.6968774715629307,3.5585395581496067,3.6518969814388105
EBF1,1.3295185274125663,1.6882478362601057,1.5785736314053895,2.2793888682536787,1.9814700459685064,1.6747259305125182,1.560277577913429,1.70797304440886,1.7378846405398887,1.8762588420614277,1.3933329601625317,1.864829689991681,2.2985476963112492,1.456297237663383,1.8098128313667208,1.3295185274125663,1.6882478362601057,1.5785736314053895
EBF2,0.45083743379486535,0.5115833782497676,0.3367991508974011,0.1994475414939296,0.7271125778545785,0.5309424128611459,0.7493307683927216,0.2760619860392324,0.48580201885597024,0.4818248126937378,0.3607046403569332,0.42722127958891576,0.3309827356733279,0.08425347682109022,0.34311962092240117,0.45083743379486535,0.5115833782497676,0.3367991508974011
EBF3,0.3506387588983331,0.5353156333507807,0.23303022280261132,0.5009284485591369,0.8137027959224234,0.21273506371410925,0.33149338308319076,0.14462405595286792,0.43922868317294506,0.22274414956284846,0.2709282704381215,0.09616500934123323,0.07255035492513627,0.16385686266315674,0.39313719125013413,0.3506387588983331,0.5353156333507807,0.23303022280261132
EBF4,2.1576874262577608,2.0757893111127164,2.153022287300777,1.778814306423803,2.579266448789274,2.040580038086009,1.8506536106134985,2.154856551498629,2.553630088478369,2.0607638986057935,2.2383315754050694,2.2110810033608654,2.196730371768984,2.1757268215097567,2.342611067591688,2.1576874262577608,2.0757893111127164,2.153022287300777
EBI3,0.21473362300138893,0.09887181000264846,0.26845568261538416,0.12294451936404979,0.21888120675814676,0.08889226269511284,0.06621514947382892,0.0,0.41536579733955986,0.05899218160098478,0.07264912858301324,0.03277241303068655,0.3309827356733279,0.20206983421795102,0.23756092203874155,0.21473362300138893,0.09887181000264846,0.26845568261538416
EBNA1BP2,4.614725525807283,4.861304155063777,4.648158447249963,4.415560928115611,4.690436703914469,4.70089478007353,4.301303196306544,4.563389320524038,4.6705399608681075,4.597305165712468,4.8943807166910505,4.480381682473395,4.636842357692999,4.793469295584905,4.557882541566981,4.614725525807283,4.861304155063777,4.648158447249963
EBP,3.7121008253571963,3.8054189747803706,3.9231644036990847,3.5489628289186146,3.756230149651594,3.5728147077191825,3.595034721326966,3.5258051468404283,3.674263702235766,3.6291871012425654,3.612706473588586,3.7224987180613267,3.8043486093249377,3.806327200829294,3.6771106671209317,3.7121008253571963,3.8054189747803706,3.9231644036990847
EBPL,2.2579066514976467,2.784013907339048,2.9042210894634577,2.594737501456054,2.6086272420346868,2.4709421153454003,2.3859766517348677,2.0577194239266166,2.7138306202284603,2.5870130409024754,2.555949940880453,2.4298653891046147,2.489509938532067,2.3560095532451655,2.1811677227700055,2.2579066514976467,2.784013907339048,2.9042210894634577
ECD,5.10837713334863,4.992467876679767,4.928396831097254,4.909709665371568,5.115499774351067,5.27733035928637,5.073183322170665,5.189089964953316,5.187143241099705,5.406124415828022,5.383658670805856,5.015219883198373,4.855645882340558,5.33703789759558,5.472713446073827,5.10837713334863,4.992467876679767,4.928396831097254
ECE1,5.997495774308834,5.941595316608488,6.178035754426681,5.975281108349734,6.085867370584757,6.25621252228574,6.23774027103503,6.4866691410235005,6.4708945361565675,6.257850171168109,5.982025795794281,6.34153428625031,6.522384322634823,6.39939046636014,6.512965143827752,5.997495774308834,5.941595316608488,6.178035754426681
ECE2,4.042275311392244,4.361389205420727,4.50141795023082,3.9064681400523997,4.906796036612086,4.02543245223767,4.056567294811292,3.9879938624655056,4.592884553363268,4.210155060566578,4.092706441293604,4.190222688252592,4.65615226849239,4.278173860575394,4.431939622923245,4.042275311392244,4.361389205420727,4.50141795023082
ECEL1,2.396279681982289,3.418802578797987,3.058909220758794,2.3732003587905517,4.569976386121984,1.9366358479543722,2.7755388853132716,2.754164738624039,3.4951851174440027,3.3743624081457892,2.9474749673199696,2.672742815035079,3.4735922231381053,2.3560095532451655,2.4410035926429017,2.396279681982289,3.418802578797987,3.058909220758794
ECH1,4.610669653872267,4.54502520557,4.52906627713668,4.411546329366914,4.615281234912925,4.413137896714039,4.151128720237467,4.341247624183163,4.632234685131712,4.3642845196719176,4.803918227724522,4.356405619112797,4.591269188402671,4.6243763206673325,4.298869901546794,4.610669653872267,4.54502520557,4.52906627713668
ECHDC1,2.6386244617025474,2.4260945176086564,2.4282827759443752,2.5733347698925697,2.5492956885918368,2.2669948031826186,2.2783550961139287,2.102684945752117,2.4807679371688764,2.4992113725246985,2.2618255448357045,2.225328304063576,2.502698622018982,2.3728581207492594,2.3987800613029293,2.6386244617025474,2.4260945176086564,2.4282827759443752
ECHDC2,2.445688379800855,2.969651285777142,2.7498555247557523,2.514658144229055,2.5238354846617184,2.5669068438860245,2.092263306383731,2.4194055032694046,2.1457875212384265,1.8925681906678529,2.5043563280886634,2.386148464102289,2.3794212559713652,2.493315647833991,1.9076943819254806,2.445688379800855,2.969651285777142,2.7498555247557523
ECHDC3,0.4984424686933968,0.24994498097402087,0.3030320754719371,0.5601547861305868,0.744851386472728,0.36287898377542926,0.5086290867715916,0.17862311281802917,0.23626558486655302,0.22274414956284846,0.3313955625577782,0.4757006276253227,0.4983446990690185,0.23929671331668462,0.41751037469375785,0.4984424686933968,0.24994498097402087,0.3030320754719371
ECHS1,5.1758130938279026,5.104785190818717,5.1248044136543225,4.8171433195725,5.22619451461611,4.983343183252025,4.863412861474749,4.848521479113753,5.114901266484524,4.843676798908478,4.988920145721716,4.760265040134153,4.968077638783453,4.936330395737091,4.9376502505325,5.1758130938279026,5.104785190818717,5.1248044136543225
ECI1,3.0594709700608043,3.260509741726436,3.128039058544612,2.905683041392221,3.3727889769838777,2.957621334057257,2.7705825899015,2.978218822997186,3.300489242218531,2.9407390833590226,3.1372646852602166,3.0740385466158564,3.114156535940639,3.135535589864242,2.750162025081359,3.0594709700608043,3.260509741726436,3.128039058544612
ECI2,3.9468374241125725,3.971192383379231,4.060863207027315,3.8423021255971,3.931046734925165,3.9081875498137024,3.7864233618901992,4.109737820450284,4.094345262957463,4.006059186862789,4.288425566210843,3.9127803064774644,4.2261742857736975,4.235054748087338,4.260648083347645,3.9468374241125725,3.971192383379231,4.060863207027315
ECI3,0.0959666267290538,0.2209694823441199,0.12121500929336385,0.1994475414939296,0.19326945535056886,0.045130664850922556,0.06621514947382892,0.07412351315637039,0.12296395536687652,0.08760768090526899,0.0367818108144248,0.09616500934123323,0.1075017138293692,0.20206983421795102,0.2646834603176919,0.0959666267290538,0.2209694823441199,0.12121500929336385
ECM1,1.9846237966047817,1.9132210044457656,1.8942026183827896,1.815737542516852,1.7286208906449974,1.7310500393396868,1.6919379839762219,2.0758741528412346,1.9520637554342641,1.8176788777048751,1.6640874072056864,2.130101886164834,2.7102175589058533,2.086616535798182,2.323391361764036,1.9846237966047817,1.9132210044457656,1.8942026183827896
ECM2,1.3426201479886521,1.2600666224820942,1.5062261488981883,1.662011764454848,1.3425051408152382,1.744794065431636,1.6493723823678055,1.7872399499974656,1.5642980555170387,1.8176788777048751,1.7551931804745453,1.6909444062698018,1.7864977668802868,1.5029621405071196,1.8816511994085339,1.3426201479886521,1.2600666224820942,1.5062261488981883
ECSCR,1.3938682829220155,1.3697343507943085,1.246828076897421,1.4276853368497096,1.2830438124186063,1.4414503570981994,1.4775340240219998,1.5218574869658206,1.497679325711195,1.5459377565186023,1.6162820683844519,1.649282303892098,3.545451309125463,2.828654234526032,1.3084372704852552,1.3938682829220155,1.3697343507943085,1.246828076897421
ECSIT,4.342105391939804,4.491436605589485,4.306438584783576,3.956924528344757,4.338397908547442,4.197711002902812,3.8698968023019162,3.9292934340587644,4.294027545628261,3.9506682857458015,4.210076154958792,4.004441454669369,3.570719216024041,4.089756726168763,3.9246290523713543,4.342105391939804,4.491436605589485,4.306438584783576
ECT2,0.5891843370150334,0.5353156333507807,0.7665559804939203,0.6170453066050707,0.6909669109198239,0.5930438930029874,0.12952412886706743,0.5076883201038704,0.6785643241927848,0.5243111868739275,0.741055112407759,0.6548039867298019,0.7841151136798391,0.6519777368612754,0.39313719125013413,0.5891843370150334,0.5353156333507807,0.7665559804939203
ECT2L,0.4016078017392116,0.3335352811145586,0.08193083370898185,0.5601547861305868,0.495262031357735,0.2517611848241309,0.21956495832058123,0.33754713365531086,0.09319148591072036,0.029797595533912456,0.23971689866339937,0.29837773961352543,0.47176481703735396,0.23929671331668462,0.12366468346098046,0.4016078017392116,0.3335352811145586,0.08193083370898185
EDA,2.685653175499211,3.0040753497315293,2.996898688735718,2.774288917059757,2.8693743546955686,2.5513494863703854,2.8479098252301207,2.64895493896733,2.6990819781542146,2.40571786783237,2.300151444636931,2.3475926579107123,2.3936505895263553,2.364458432684944,2.380298985367835,2.685653175499211,3.0040753497315293,2.996898688735718
EDA2R,0.2978028732257238,0.19140008309439854,0.36979393079966366,0.5009284485591369,0.31700999822349674,0.08889226269511284,0.41008579650920496,0.33754713365531086,0.34131338432630215,1.1578616178732997,0.741055112407759,1.0404714716185601,2.267977618674553,2.5756681134832498,1.6233277094233334,0.2978028732257238,0.19140008309439854,0.36979393079966366
EDAR,0.4016078017392116,0.3062064733948858,0.8152782090139812,0.7753802258969799,0.4088872543486918,0.3980944613911906,0.8654533424187661,0.6837365919103536,0.6785643241927848,0.5450942051616519,0.38943012575259295,0.6757058505253652,0.36025965821188183,0.6793249726937033,0.5335576542314826,0.4016078017392116,0.3062064733948858,0.8152782090139812
EDC3,4.143066323091144,4.2510603185908815,4.358736571060344,4.073307356394413,4.195748886138168,4.29899947507536,4.4466610065828505,4.610854039627883,4.4519141452691695,4.688865358577647,4.502425410065887,4.545704450341864,4.129585936825727,4.60667988363668,4.752463269700666,4.143066323091144,4.2510603185908815,4.358736571060344
EDC4,6.215249602764188,6.4334632879545035,6.306608699290172,6.006890558969698,6.2884371799500896,6.3983175703775155,6.32188287828552,6.359515637147431,6.338769757601313,6.45810199123085,6.540473482332192,6.253037025098845,5.980045037231664,6.477413094721337,6.849963805190669,6.215249602764188,6.4334632879545035,6.306608699290172
EDDM3B,0.0,0.0,0.0,0.0,0.0,0.045130664850922556,0.06621514947382892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06315696976092773,0.0,0.0,0.0
EDEM1,4.69353667202847,4.872992662431584,4.77673619774363,4.979168564211084,5.076630108426289,5.122759822381643,5.214014625072591,5.2271543314420335,5.105611259735311,5.432855847463359,5.245148680392701,5.2829405140270564,5.548365648659122,5.563983388938267,5.548468692892361,4.69353667202847,4.872992662431584,4.77673619774363
