,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
p16_Rb_pathway,-0.08779265,-0.33881637,0.18520159,0.21585165,-0.07052796,0.2770088,0.30971384,-0.18559664,-0.074342586,-0.37190825,-0.0987921,-0.0011917986,-0.283948,0.2780598,-0.2875089,0.103593394
SASP,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
DNA_damage_response,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Telomere_maintenance,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
mTOR_signaling,-0.09046535,-0.3417915,0.18844587,0.21967433,-0.06951792,0.27741185,0.30959272,-0.18619935,-0.06701212,-0.37330717,-0.09959815,0.0073347352,-0.2893917,0.27637613,-0.2914541,0.10338651
AMPK_signaling,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Sirtuin_pathway,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
NF-kB_signaling,-0.09098927,-0.342421,0.18719338,0.21875142,-0.069608584,0.27865213,0.30932,-0.18539155,-0.06809926,-0.37220088,-0.10006831,0.006217666,-0.28834438,0.27648628,-0.29094723,0.10391814
JAK_STAT_pathway,-0.09037044,-0.34122586,0.18730298,0.21753961,-0.06950111,0.27839231,0.30877924,-0.18605119,-0.07016903,-0.37285313,-0.09942528,0.004310958,-0.2868298,0.2765545,-0.29063424,0.10349761
MAPK_signaling,-0.09043194,-0.34093234,0.18909764,0.21846165,-0.06909865,0.27738446,0.30910984,-0.18692288,-0.06871009,-0.37407458,-0.098976016,0.0064566433,-0.28821248,0.27625388,-0.2916042,0.10283332
TLR_signaling,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
NLRP3_inflammasome,-0.0902903,-0.3409195,0.18784784,0.21777722,-0.068953425,0.2778845,0.30882928,-0.18555553,-0.06953292,-0.37288004,-0.09940251,0.004939068,-0.28714854,0.27666113,-0.290525,0.103075
Complement_cascade,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Cytokine_storm,-0.088684656,-0.3391444,0.18755627,0.21840851,-0.069690734,0.27609956,0.30916294,-0.18548262,-0.06977169,-0.37283957,-0.0984123,0.003336817,-0.28698504,0.27731946,-0.28955156,0.10275271
Chemokine_signaling,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Apoptosis,-0.09131541,-0.33757818,0.1901829,0.21699011,-0.06645334,0.27680385,0.3078364,-0.18712708,-0.07025344,-0.37634614,-0.09711457,0.0067505166,-0.28826877,0.27687338,-0.29342246,0.10232974
Necroptosis,-0.091291964,-0.3363763,0.19043267,0.21620992,-0.06741158,0.27681497,0.3063494,-0.18724665,-0.0717386,-0.37561008,-0.095165834,0.004633408,-0.28615275,0.27651778,-0.29336917,0.101309076
Pyroptosis,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
ER_stress,-0.08996852,-0.3416219,0.18856198,0.2180328,-0.06966175,0.2776051,0.30960664,-0.18649618,-0.06941976,-0.37304237,-0.09955981,0.0053577386,-0.28723842,0.276324,-0.29035076,0.10279985
Oxidative_stress,-0.09039101,-0.3417492,0.18799159,0.21734247,-0.06956858,0.27843332,0.30929118,-0.18666959,-0.070266716,-0.37306815,-0.099597685,0.0047367886,-0.28683662,0.27631202,-0.29067704,0.103217244
BBB_disruption,-0.09020248,-0.34301078,0.18904236,0.21984169,-0.06968451,0.27699688,0.3105887,-0.18479618,-0.06646484,-0.37168097,-0.10060423,0.008089729,-0.28871983,0.27631965,-0.28956163,0.10256727
Neuroinflammation,-0.09118925,-0.34346157,0.18797103,0.21977171,-0.06943461,0.27825457,0.30993316,-0.18409511,-0.066039145,-0.37109983,-0.10073005,0.008138765,-0.28911003,0.2763652,-0.29031822,0.10333121
Excitotoxicity,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Calcium_signaling,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Synaptic_plasticity,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Neurotrophin_signaling,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Cuproptosis,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Copper_homeostasis,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Mitochondrial_metabolism,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Cell_adhesion,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
ECM_receptor,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Gap_junction,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Tight_junction,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Focal_adhesion,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Glycolysis,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
TCA_cycle,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Fatty_acid_metabolism,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Arachidonic_acid_metabolism,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Prostaglandin_synthesis,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Wnt_signaling,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Notch_signaling,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Hedgehog_signaling,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
TGF-beta_signaling,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
VEGF_signaling,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
HIF1_signaling,-0.090348415,-0.34593493,0.1913479,0.22271064,-0.07047652,0.27591017,0.31144536,-0.18260965,-0.061595894,-0.36918837,-0.101940654,0.012436837,-0.2898084,0.27527887,-0.28799033,0.10079632
PI3K_Akt_pathway,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Ras_signaling,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Rap1_signaling,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
cAMP_signaling,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
cGMP_PKG_pathway,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Phospholipase_D,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Insulin_signaling,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Glucagon_signaling,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Adipocytokine,-0.088684656,-0.3391444,0.18755627,0.21840851,-0.069690734,0.27609956,0.30916294,-0.18548262,-0.06977169,-0.37283957,-0.0984123,0.003336817,-0.28698504,0.27731946,-0.28955156,0.10275271
Circadian_rhythm,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Long_term_potentiation,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Dopaminergic_synapse,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Glutamatergic_synapse,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
GABAergic_synapse,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Serotonergic_synapse,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Cholinergic_synapse,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Axon_guidance,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Myelin_maintenance,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Oligodendrocyte_differentiation,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Microglia_activation,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Astrocyte_reactivity,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Angiogenesis,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Blood_brain_barrier,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Neurogenesis,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Neuronal_death,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Protein_processing_ER,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Ubiquitin_proteasome,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Lysosome,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Peroxisome,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Ribosome,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Spliceosome,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
RNA_transport,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
mRNA_surveillance,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Protein_export,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Oxidative_phosphorylation,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Carbon_metabolism,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Amino_acid_metabolism,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Nucleotide_metabolism,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Lipid_metabolism,-0.08635131,-0.33841497,0.18663952,0.21988735,-0.07180094,0.27376235,0.3088646,-0.18216161,-0.069231085,-0.36925453,-0.09815944,0.00089609623,-0.2844832,0.27775916,-0.28524554,0.10136073
Steroid_biosynthesis,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Drug_metabolism_cytochrome_P450,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Xenobiotic_metabolism,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
ABC_transporters,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Endocytosis,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Phagosome,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Antigen_processing,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Natural_killer_cytotoxicity,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
T_cell_receptor,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
B_cell_receptor,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Fc_gamma_phagocytosis,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Leukocyte_transendothelial_migration,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
Platelet_activation,-0.087537006,-0.33800358,0.18667689,0.21690057,-0.07034792,0.27564862,0.30938208,-0.18520528,-0.07280589,-0.37202436,-0.097953774,6.8962574e-05,-0.28445023,0.27788952,-0.28760034,0.102445684
IL-17 signaling pathway,-0.09215286,-0.33792517,0.19011441,0.21648845,-0.068063945,0.27798954,0.30666217,-0.18817364,-0.07129763,-0.37570208,-0.09568995,0.005601082,-0.28690696,0.27604064,-0.29430786,0.10213958
NOD-like receptor signaling pathway,-0.09114799,-0.3359123,0.18948467,0.21538089,-0.06719813,0.27721208,0.3068791,-0.18815143,-0.073202424,-0.37647587,-0.095272616,0.0035272613,-0.28631383,0.2770142,-0.29374072,0.10226126
C-type lectin receptor signaling pathway,-0.092536226,-0.3373584,0.190118,0.21611519,-0.06767474,0.27821702,0.3062979,-0.18812168,-0.07154755,-0.37581033,-0.09511104,0.0054047927,-0.28691834,0.27615735,-0.29487094,0.10210048
Kaposi sarcoma-associated herpesvirus infection,-0.09218492,-0.33830345,0.19069865,0.21696058,-0.06825924,0.27763343,0.30729517,-0.18791395,-0.07046114,-0.37517864,-0.095657036,0.0064476505,-0.28732663,0.27601033,-0.29407775,0.101742886
TNF signaling pathway,-0.09251624,-0.33752844,0.19027156,0.2156675,-0.06826302,0.2784411,0.3062973,-0.18879786,-0.07242214,-0.3757773,-0.09482253,0.0047883466,-0.2861792,0.27589905,-0.29481697,0.10193698
Influenza A,-0.09223531,-0.3371781,0.18984197,0.21684328,-0.067398146,0.27768692,0.30629987,-0.18712339,-0.0705207,-0.37547994,-0.09544831,0.0058094263,-0.28744522,0.2764428,-0.29441652,0.10215268
AGE-RAGE signaling pathway in diabetic complications,-0.09182471,-0.3358958,0.18937725,0.21470672,-0.066910364,0.27798754,0.30678764,-0.18904959,-0.07399917,-0.377239,-0.09507657,0.0035683587,-0.28648382,0.2769473,-0.2947815,0.10274184
Toll-like receptor signaling pathway,-0.09320195,-0.33734018,0.19071919,0.21626866,-0.06757233,0.27845252,0.3059737,-0.1885308,-0.07104043,-0.3761231,-0.094536915,0.0062694624,-0.28740287,0.27587113,-0.29588947,0.10193619
Pertussis,-0.09318949,-0.3372796,0.19085756,0.2161982,-0.06700007,0.27834448,0.30552608,-0.18787584,-0.07092901,-0.37612438,-0.094929025,0.0065119527,-0.28708053,0.27583343,-0.2955309,0.101709574
Epstein-Barr virus infection,-0.09124425,-0.3355853,0.18958688,0.21497513,-0.06740059,0.27738282,0.30643284,-0.18842193,-0.07381574,-0.37645003,-0.09468504,0.002879899,-0.28570905,0.27687502,-0.29393768,0.10202423
Osteoclast differentiation,-0.09140239,-0.33642912,0.18908086,0.21519768,-0.06647184,0.27777264,0.30717036,-0.18829906,-0.07307651,-0.37708467,-0.09619642,0.00403706,-0.28705126,0.27714193,-0.29414257,0.10296478
