,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
BLM,0.3125662,-0.19742373,-0.2148433,0.097626105,-0.24484283,0.07502359,-0.10171424,0.113392286,-0.012057558,-0.24127811,-0.41640097,0.06889126,0.35284466,-0.26949978,0.0053952523,0.029954528
BNIP3,0.3137115,-0.19869208,-0.21863326,0.09369455,-0.24564967,0.075345114,-0.105404176,0.11343638,-0.017891645,-0.24186397,-0.4181474,0.071680024,0.3576312,-0.26853102,0.0045534633,0.031718455
BNIP3L,0.31884134,-0.20513749,-0.22849694,0.099075526,-0.2521356,0.07373862,-0.11597626,0.09995081,-0.0277147,-0.23835577,-0.41222838,0.06361444,0.3726925,-0.26459745,0.00851753,0.03059767
BRCA1,0.31265223,-0.19672745,-0.21566555,0.09818292,-0.24463129,0.073602885,-0.101521134,0.114539035,-0.011939816,-0.24152151,-0.41720265,0.06938672,0.3541761,-0.2700569,0.004054796,0.031157894
BRCA2,0.313773,-0.19722381,-0.215235,0.09578022,-0.24433383,0.07476017,-0.10260692,0.114664204,-0.012522608,-0.2414054,-0.41797337,0.06974144,0.35222572,-0.26917106,0.004986156,0.030465959
BRD4,0.31418738,-0.19878967,-0.2145649,0.096302465,-0.24390191,0.07579833,-0.1019872,0.113839366,-0.010830373,-0.241541,-0.41733754,0.068834916,0.35215092,-0.2703559,0.0048305355,0.02906019
BRD7,0.33444965,-0.21190482,-0.20777401,0.062126875,-0.24101001,0.08260739,-0.11532855,0.110139854,-0.013835676,-0.23416708,-0.4319687,0.076235,0.33940434,-0.2536905,0.018294178,0.031606592
BUB1,0.32580256,-0.21468836,-0.20913246,0.07756281,-0.24385905,0.08261703,-0.106691964,0.10560366,-0.009200878,-0.23783597,-0.42093706,0.07238953,0.352997,-0.26289797,0.014258143,0.028173743
BUB1B,0.32393196,-0.21262306,-0.21033305,0.0793411,-0.24513039,0.08116336,-0.10648737,0.106515236,-0.011254579,-0.23852353,-0.42039984,0.07260916,0.35407805,-0.26277322,0.013657585,0.02870086
BUB3,0.3262464,-0.21221368,-0.21006073,0.08037983,-0.24404165,0.08026993,-0.10716902,0.10580983,-0.008667529,-0.23708215,-0.42030033,0.07057904,0.35273105,-0.26221475,0.014478717,0.029112993
CAVIN1,0.3384691,-0.21169952,-0.20784186,0.059250653,-0.23913527,0.08275472,-0.1179335,0.11020837,-0.012692362,-0.23252776,-0.43350708,0.07579036,0.3368724,-0.25181678,0.019823357,0.032666363
CBS,0.3188371,-0.20036556,-0.21989793,0.09466107,-0.24645066,0.07360856,-0.10768381,0.11204148,-0.016045995,-0.24141422,-0.41720277,0.067840055,0.3583349,-0.26770097,0.0061746463,0.029725863
CCL2,0.31446472,-0.19819823,-0.21924181,0.094377026,-0.24762177,0.07299176,-0.10439255,0.11454301,-0.017338954,-0.24330716,-0.41609374,0.07176618,0.36044717,-0.26769876,0.005962644,0.031739853
CCL3,0.32519355,-0.21374814,-0.2111179,0.0833794,-0.24472561,0.07996771,-0.105658814,0.104139216,-0.007628925,-0.23772897,-0.41752297,0.07010591,0.35824835,-0.2640675,0.013793986,0.029305527
CCL4,0.32492375,-0.21278557,-0.21091731,0.081102416,-0.24503016,0.08005716,-0.10660693,0.10572847,-0.009950213,-0.23799324,-0.41975904,0.07125382,0.3554793,-0.26304555,0.013555981,0.029090932
CCNA2,0.3131343,-0.1971686,-0.21649481,0.09631857,-0.24506682,0.07379414,-0.10247392,0.11497108,-0.013690881,-0.24201763,-0.41776115,0.070540175,0.35518456,-0.26952603,0.004152231,0.031381577
CCNB1,0.31417587,-0.19889796,-0.21540043,0.095445186,-0.2445601,0.07531181,-0.10229726,0.11429175,-0.012166865,-0.24207087,-0.41748905,0.0698954,0.35392445,-0.27000344,0.0047465228,0.029697696
CCND1,0.31173742,-0.19673005,-0.21583414,0.09643409,-0.24507615,0.07384379,-0.1010307,0.11566057,-0.01328145,-0.24251279,-0.4174181,0.07159977,0.3554682,-0.2699023,0.0039347857,0.03184448
CCNE1,0.31445515,-0.19666426,-0.21545058,0.09548253,-0.24432185,0.07440464,-0.10304276,0.11485494,-0.012461811,-0.24125868,-0.4177113,0.06966463,0.35206243,-0.2684684,0.005709283,0.030819876
CD38,0.31352103,-0.19817281,-0.21710657,0.09527871,-0.24546644,0.075115904,-0.10437037,0.1135818,-0.01591888,-0.24160923,-0.41813868,0.0700281,0.35460043,-0.26892334,0.0045936555,0.030317465
CD4,0.32508022,-0.21435305,-0.21009383,0.079151124,-0.24429023,0.08170344,-0.10666357,0.10493831,-0.009777091,-0.237589,-0.4203534,0.07221161,0.35525274,-0.26304567,0.013787929,0.029212052
CD74,0.327734,-0.20456615,-0.21572088,0.071592376,-0.24566436,0.07783371,-0.116643,0.11351932,-0.023588553,-0.23802686,-0.42971158,0.074807346,0.34516925,-0.25643286,0.012852933,0.030925373
CD82,0.3255283,-0.2093961,-0.2091581,0.08307299,-0.24279895,0.07977663,-0.10586771,0.106887214,-0.005995579,-0.23677593,-0.41921732,0.06919484,0.34981537,-0.26283032,0.014507975,0.029096467
CD8A,0.32597855,-0.21372679,-0.21202318,0.083171144,-0.24570525,0.07831438,-0.1063798,0.10462457,-0.008755907,-0.23789182,-0.4184559,0.07014775,0.35936588,-0.26343077,0.013471033,0.029742742
CDC20,0.3256653,-0.21279165,-0.20928365,0.081784084,-0.24374548,0.08017431,-0.10572362,0.10600702,-0.0069619343,-0.23740518,-0.42041725,0.070026875,0.35254967,-0.26377025,0.013246167,0.02835157
CDK2,0.3133769,-0.19514751,-0.21690845,0.09887867,-0.24503544,0.072855234,-0.103449404,0.11417023,-0.013496578,-0.24082719,-0.4169802,0.06811869,0.3533109,-0.2687168,0.004889805,0.03129811
CDK4,0.3143186,-0.19799909,-0.21694753,0.09739551,-0.24574143,0.07378504,-0.103489734,0.11352841,-0.013678923,-0.24172348,-0.41687298,0.068456784,0.3551293,-0.26930618,0.004914649,0.02983634
CDK6,0.3186986,-0.2028996,-0.21791732,0.09069033,-0.24545541,0.074364185,-0.106026344,0.11187262,-0.014748588,-0.24083734,-0.41905373,0.071571454,0.36029828,-0.26726383,0.006176319,0.0325879
CDKN1A,0.31342348,-0.1988561,-0.22093701,0.09834112,-0.24834394,0.07314207,-0.10681273,0.10992745,-0.019948363,-0.24090031,-0.4157221,0.06836584,0.36154413,-0.26764387,0.0053062253,0.031470716
CDKN1B,0.31287473,-0.1972323,-0.21764265,0.09902558,-0.24611911,0.07331598,-0.10346897,0.11232168,-0.014644839,-0.24103689,-0.4159154,0.06842603,0.35697174,-0.2689576,0.0049985982,0.03126511
CDKN2A,0.31332898,-0.1975365,-0.21609998,0.093923956,-0.24593952,0.07404217,-0.10330887,0.11469614,-0.015522502,-0.2417515,-0.41849917,0.0715674,0.35452157,-0.26762718,0.0055280477,0.03164964
CDKN2B,0.3135117,-0.19658619,-0.21846959,0.097735345,-0.24665245,0.07257551,-0.10473272,0.113461085,-0.016548976,-0.24134168,-0.41732526,0.06891522,0.35636282,-0.26814893,0.0047530197,0.0313446
CDO1,0.32019448,-0.19798046,-0.21608073,0.083201975,-0.2440021,0.07575309,-0.11032233,0.11581782,-0.019104585,-0.2393266,-0.42489988,0.07335213,0.3471142,-0.26209122,0.008521121,0.03261037
CHAC1,0.31404507,-0.19880387,-0.21984988,0.09653005,-0.24759305,0.073214814,-0.10573485,0.11228808,-0.018429674,-0.24190003,-0.41690165,0.06961198,0.35991037,-0.26822898,0.004781142,0.031118331
CHEK1,0.31380728,-0.19769283,-0.21673945,0.0961225,-0.24588454,0.07376139,-0.10275461,0.11460344,-0.0139078945,-0.24241292,-0.4167788,0.07014023,0.35585195,-0.26903272,0.0051744394,0.030598065
CHEK2,0.31271756,-0.19719473,-0.21510246,0.09775889,-0.24446982,0.07435,-0.10169203,0.114027895,-0.011873864,-0.24122195,-0.41739303,0.06911531,0.3530473,-0.2699217,0.004367605,0.030581614
COL1A1,0.31405878,-0.19763836,-0.21626717,0.09592706,-0.24464878,0.07480039,-0.10399406,0.11384616,-0.0141192,-0.24104978,-0.41852704,0.06916675,0.35271502,-0.2690754,0.0045332573,0.030255431
COL1A2,0.3119082,-0.19674383,-0.21477355,0.09727904,-0.24454191,0.07486275,-0.101445675,0.114554025,-0.012474768,-0.24156578,-0.41749477,0.06967452,0.3521154,-0.2698808,0.004392091,0.030292483
COL3A1,0.31219798,-0.19660273,-0.21545109,0.09735051,-0.24501005,0.074537545,-0.10247718,0.11411635,-0.013694048,-0.24126709,-0.41774076,0.06922802,0.3521996,-0.26929432,0.0045403987,0.030279314
COX7A1,0.32401136,-0.21271753,-0.21182364,0.082086146,-0.24475926,0.080067426,-0.106666654,0.105347596,-0.010621004,-0.23788208,-0.41976315,0.071504876,0.35718715,-0.26389176,0.01236663,0.02990249
CREB1,0.3133589,-0.19884181,-0.21630734,0.094900385,-0.24579579,0.07443513,-0.10196783,0.11513091,-0.013886988,-0.24313131,-0.4173745,0.07144275,0.35654706,-0.26981577,0.004431233,0.030426381
CREBBP,0.31372762,-0.19834337,-0.21660912,0.09641406,-0.24484894,0.07496375,-0.10307831,0.113421,-0.013436556,-0.24162765,-0.41683987,0.06969367,0.3555712,-0.2696644,0.0047916174,0.030631417
CSE1L,0.31987268,-0.2092345,-0.21303725,0.07319422,-0.24785721,0.08233018,-0.11161557,0.1100736,-0.025233045,-0.23986273,-0.42706737,0.07702696,0.34898102,-0.25986072,0.011365082,0.028231462
CSF2,0.32407326,-0.21400821,-0.20786265,0.07931782,-0.24307773,0.08242372,-0.104156815,0.105826974,-0.0066912323,-0.23776308,-0.41993463,0.07283598,0.3534513,-0.26394817,0.0138150565,0.029248187
CSF3,0.32364106,-0.21363987,-0.20874585,0.081749916,-0.2440832,0.081058726,-0.10490259,0.10546463,-0.008028388,-0.237564,-0.42089885,0.07091729,0.3529814,-0.26445264,0.012314793,0.02821439
CTSB,0.33651492,-0.21238005,-0.20699638,0.05646327,-0.24033338,0.083193704,-0.1172236,0.111583136,-0.015434764,-0.23362717,-0.43568996,0.07853903,0.33637378,-0.2515001,0.018963829,0.0325175
CXCL1,0.32545784,-0.2135151,-0.20945966,0.07959613,-0.24413317,0.081283435,-0.10604598,0.105397545,-0.008310251,-0.23758663,-0.41954786,0.071767226,0.354271,-0.26267684,0.014693428,0.029152581
CXCL10,0.3276495,-0.20552771,-0.21294206,0.06144896,-0.24491763,0.08108142,-0.11747709,0.11504788,-0.026721105,-0.237669,-0.4334305,0.08107786,0.34142482,-0.25259012,0.015464634,0.03308978
CXCL2,0.32547954,-0.21320404,-0.20933324,0.082922116,-0.24374726,0.08034952,-0.10501699,0.10524421,-0.0058901906,-0.23751351,-0.4188227,0.06962718,0.35409874,-0.26428568,0.0136070885,0.028315598
DDIT3,0.3136139,-0.19702992,-0.21877083,0.095427066,-0.24660864,0.07291423,-0.10477717,0.1144272,-0.01746925,-0.24202037,-0.41793656,0.07100001,0.35765398,-0.26794374,0.0046520233,0.032208003
DPEP1,0.32431862,-0.21251568,-0.21146372,0.07847844,-0.24435934,0.081413165,-0.10867508,0.10607458,-0.013400443,-0.23740101,-0.4227264,0.072713494,0.35345602,-0.26253054,0.0123833865,0.029657127
DPP4,0.3158378,-0.19740324,-0.21694987,0.0936863,-0.24427786,0.074264854,-0.104922466,0.1150443,-0.014316998,-0.2412416,-0.4192328,0.07038064,0.3533519,-0.26816523,0.0050309673,0.031423077
DUOX1,0.32503957,-0.2130062,-0.208512,0.07740085,-0.24272054,0.08201295,-0.10608334,0.10701064,-0.008625567,-0.23733139,-0.42246765,0.07336907,0.35137862,-0.2629211,0.013300721,0.029832488
DYRK1A,0.3397178,-0.21170795,-0.20555587,0.05099377,-0.23879859,0.083905905,-0.11928949,0.114020474,-0.0154257715,-0.23303601,-0.43943703,0.07962103,0.330041,-0.24930373,0.020112239,0.03230284
E2F1,0.32930875,-0.20550542,-0.2112523,0.061985552,-0.24369487,0.08086169,-0.11680197,0.115833916,-0.02325882,-0.23730196,-0.4342863,0.07932867,0.33769023,-0.25325257,0.015296709,0.031680956
E2F2,0.33000612,-0.20817158,-0.22650099,0.09964241,-0.2505195,0.07055536,-0.115045846,0.102110274,-0.015292995,-0.2393286,-0.41083103,0.057668835,0.3700192,-0.26576868,0.010893453,0.02598398
E2F3,0.33214426,-0.20842317,-0.21091393,0.059894413,-0.242354,0.080982774,-0.117830604,0.11338704,-0.0214293,-0.23514134,-0.43546277,0.07966453,0.33994925,-0.25231266,0.016007408,0.03405545
EBF3,0.3264743,-0.21189141,-0.21324195,0.08195208,-0.24523303,0.07827854,-0.10875234,0.10532367,-0.011261106,-0.23722824,-0.41999114,0.07039221,0.35747665,-0.2621997,0.013406556,0.030571071
EDN1,0.339449,-0.21297102,-0.20676711,0.052344188,-0.24033251,0.08385517,-0.12046416,0.11104608,-0.017360754,-0.23230106,-0.43795937,0.07842755,0.33293802,-0.24850868,0.021034352,0.032218814
EGR1,0.3383023,-0.2106865,-0.2087473,0.0545111,-0.24045524,0.08315286,-0.12107725,0.11128727,-0.018845975,-0.2324551,-0.43659192,0.078153804,0.3345405,-0.2487086,0.020605158,0.03322628
EIF2A,0.31339478,-0.19853596,-0.21834505,0.095715344,-0.24606073,0.07474947,-0.10453984,0.11320213,-0.016741306,-0.2420465,-0.41719005,0.07039316,0.3575805,-0.26912254,0.0044803917,0.030857822
EIF2AK3,0.32018295,-0.2013996,-0.2149984,0.08987522,-0.24255794,0.07585329,-0.10722841,0.11152873,-0.0122000575,-0.23797698,-0.42170426,0.06932853,0.35108882,-0.26610824,0.00702291,0.031873547
EMP1,0.3249101,-0.21053194,-0.2096978,0.082846075,-0.24251184,0.080500335,-0.10644248,0.105997,-0.0072609484,-0.23640546,-0.42033225,0.06961663,0.35088187,-0.2635825,0.013121288,0.029430522
EP300,0.31437546,-0.1975039,-0.2171121,0.094260454,-0.2455428,0.073907435,-0.10425396,0.11490349,-0.0155623555,-0.24184148,-0.41869998,0.070865974,0.35475492,-0.26816285,0.0049141496,0.031308718
EPHA2,0.3370443,-0.21220657,-0.20758505,0.053639114,-0.24050555,0.084341526,-0.11944928,0.11192476,-0.018483639,-0.23358878,-0.43715554,0.0793369,0.3344486,-0.25018662,0.019476403,0.032038167
EPHA4,0.33750978,-0.21191545,-0.20884931,0.06007406,-0.24051672,0.08209908,-0.11812012,0.11050726,-0.014767259,-0.23343357,-0.4339258,0.07568985,0.33804214,-0.2524177,0.018580288,0.031772725
ERN1,0.33712584,-0.21193726,-0.20656507,0.05018094,-0.24034652,0.08592123,-0.12134631,0.11141395,-0.020986885,-0.23233363,-0.43911362,0.080239326,0.33047432,-0.24771774,0.021029467,0.032171316
FANCD2,0.31361336,-0.19740069,-0.21522854,0.09550747,-0.24417096,0.075377405,-0.10315803,0.1141308,-0.013170794,-0.24102362,-0.41832775,0.06961869,0.35159516,-0.26904535,0.004960887,0.030310532
FBXO31,0.3379863,-0.21178673,-0.20433831,0.053326666,-0.23823854,0.08519901,-0.117560714,0.112188585,-0.013355255,-0.23245639,-0.43691003,0.07873456,0.33018607,-0.2500821,0.020895477,0.03210862
FN1,0.31149876,-0.19665764,-0.2156154,0.09703389,-0.24503994,0.07479243,-0.10239245,0.11416189,-0.01443401,-0.24138561,-0.41796428,0.069959566,0.3527894,-0.26943526,0.0041563436,0.030684764
FOS,0.3186351,-0.201716,-0.21564923,0.08894685,-0.24312997,0.07574543,-0.10658093,0.11286809,-0.014071047,-0.23926406,-0.42274112,0.07149099,0.35310334,-0.267035,0.0052759647,0.032381177
FOSL1,0.33754113,-0.2132376,-0.20488682,0.053559273,-0.23901898,0.085644424,-0.11797029,0.110371,-0.014571749,-0.23218802,-0.43631682,0.07865824,0.3324278,-0.24999379,0.021064382,0.032123953
FOXO1,0.31424636,-0.19909179,-0.21772864,0.093785614,-0.24570864,0.07488616,-0.10490655,0.11363054,-0.01672785,-0.241768,-0.41874087,0.07109997,0.3564335,-0.2685641,0.004525222,0.031113187
FOXO3,0.31462458,-0.1981141,-0.21856593,0.0948104,-0.24611077,0.07393542,-0.10593893,0.11279758,-0.017419808,-0.2409357,-0.41817147,0.07017277,0.35686362,-0.26744455,0.005330477,0.03190364
FOXO4,0.31954142,-0.2020394,-0.2191396,0.09424651,-0.2469297,0.07410866,-0.10748739,0.110582866,-0.015236087,-0.24112451,-0.41637224,0.06734601,0.35885936,-0.26720077,0.007456936,0.02907114
FTH1,0.31763312,-0.20050266,-0.21500641,0.09083086,-0.24358848,0.07542674,-0.10576485,0.11168494,-0.0132281035,-0.23857445,-0.4204842,0.07059291,0.35298574,-0.26602998,0.007088039,0.032843463
FTL,0.32663774,-0.21373248,-0.2139198,0.07585037,-0.24589995,0.080676064,-0.110810995,0.106392905,-0.016095825,-0.23852158,-0.4224529,0.07389657,0.35740948,-0.26122785,0.013360087,0.029950527
GABARAP,0.3162688,-0.19820684,-0.21874395,0.094603986,-0.24576667,0.07383084,-0.10631046,0.113530286,-0.016311377,-0.241377,-0.41805518,0.06939928,0.35611236,-0.26775733,0.0054805465,0.030897984
GABARAPL1,0.3150552,-0.19855492,-0.21953017,0.09506811,-0.24579939,0.07528259,-0.10708257,0.11179341,-0.01802925,-0.24095279,-0.41707277,0.0693724,0.35728973,-0.26787192,0.0056096464,0.030975876
GADD45A,0.3135524,-0.19857717,-0.21794705,0.097372815,-0.24646807,0.07408218,-0.10406868,0.112209074,-0.015536144,-0.24156891,-0.41612303,0.06903285,0.35772288,-0.268894,0.0052010342,0.030602803
GADD45B,0.31353277,-0.19873095,-0.2182896,0.095996216,-0.24697888,0.07325122,-0.10361323,0.11394573,-0.016262777,-0.24269602,-0.41718417,0.070714116,0.35897994,-0.26909494,0.004329633,0.031081507
GCLC,0.31429857,-0.19785106,-0.21745725,0.09445317,-0.24525246,0.07484533,-0.10419014,0.11460621,-0.015330665,-0.24223506,-0.41758797,0.07083048,0.3555532,-0.2688193,0.005024165,0.030836819
GCLM,0.3137638,-0.19854994,-0.21864355,0.097528726,-0.2459665,0.07478225,-0.10531842,0.11122977,-0.016350858,-0.24084961,-0.41617617,0.06848234,0.35756904,-0.26880985,0.005156193,0.030738832
GMFB,0.3263197,-0.21362495,-0.21026021,0.079749465,-0.24335071,0.08111307,-0.10662288,0.1052626,-0.0078612715,-0.23724678,-0.4197155,0.07166873,0.35537052,-0.26308215,0.014161643,0.029959006
GOT1,0.31435424,-0.19649109,-0.2179105,0.09513301,-0.2455852,0.07300539,-0.1038264,0.11581961,-0.01515127,-0.2424533,-0.417765,0.07108958,0.35622728,-0.2684879,0.0047594123,0.031945772
GPX4,0.31765732,-0.20025933,-0.21687172,0.08796632,-0.24525863,0.07600604,-0.107380666,0.113203876,-0.017468221,-0.24054606,-0.4202597,0.07250285,0.35426116,-0.26504564,0.007768031,0.03196896
H2AX,0.31978437,-0.20292844,-0.21469715,0.088899136,-0.24200568,0.076904,-0.107242644,0.1113077,-0.012648039,-0.2379441,-0.42337102,0.0700023,0.35098687,-0.26718166,0.005480524,0.031579442
HBP1,0.32351217,-0.21200061,-0.2108997,0.08139898,-0.24403062,0.08067314,-0.1062812,0.105948575,-0.010207221,-0.23766738,-0.42028743,0.072040424,0.35519522,-0.26374674,0.012468357,0.030105134
HDAC1,0.31624246,-0.19900174,-0.21692286,0.095864534,-0.24484518,0.07402828,-0.10427846,0.11366204,-0.01282379,-0.24139366,-0.41799688,0.06851624,0.35477203,-0.26931617,0.0047891587,0.029940592
HDAC2,0.3150821,-0.19912891,-0.21663743,0.09548321,-0.24560907,0.07421683,-0.10297728,0.11444812,-0.013079137,-0.24262854,-0.4171065,0.0697463,0.355914,-0.2696218,0.004948389,0.029649263
HDAC3,0.3138551,-0.19758962,-0.21590453,0.09497452,-0.24510634,0.074279085,-0.102865994,0.114986636,-0.013728932,-0.24193208,-0.41817504,0.07058668,0.3538214,-0.26884788,0.004926581,0.030802147
HERPUD1,0.34255055,-0.21243984,-0.20625935,0.050509393,-0.23952746,0.082869336,-0.120998606,0.11206884,-0.015105762,-0.23183197,-0.4381428,0.07839057,0.33170947,-0.24692947,0.02285764,0.033096924
HIF1A,0.32364768,-0.20889083,-0.22241941,0.08061808,-0.25014743,0.07796916,-0.118660316,0.10277846,-0.029786095,-0.23674478,-0.42167595,0.07152416,0.36242306,-0.25778162,0.012824591,0.032259792
HMGA1,0.31592345,-0.19825798,-0.2191718,0.09717259,-0.2461662,0.07256317,-0.10426677,0.113891385,-0.014045589,-0.24247724,-0.41572312,0.06907053,0.35958752,-0.26923594,0.0050873235,0.03106902
HMGA2,0.3138236,-0.19817019,-0.21524997,0.09644234,-0.24431583,0.075054616,-0.10203216,0.11423502,-0.011641361,-0.2417593,-0.41721678,0.069415286,0.35341346,-0.2700835,0.0047080703,0.029913688
HMGB1,0.32902178,-0.20553775,-0.2120906,0.05879587,-0.24485034,0.081005484,-0.119316176,0.11426342,-0.027886942,-0.23587444,-0.43557405,0.08125922,0.33865112,-0.24985987,0.017019328,0.034074917
HMOX1,0.32835746,-0.20573154,-0.21485257,0.065472126,-0.24512783,0.079340294,-0.11748785,0.11435165,-0.025479719,-0.23786002,-0.4321598,0.07872577,0.3446842,-0.25447407,0.013855927,0.032771863
HSP90AA1,0.3146059,-0.19795007,-0.21696453,0.093336165,-0.24484614,0.07480037,-0.104615495,0.114667915,-0.015554965,-0.24154755,-0.41914856,0.07124025,0.35435116,-0.26826224,0.0048339553,0.03145998
HSPA5,0.3144647,-0.19817823,-0.21703452,0.09344968,-0.24505308,0.07482368,-0.10394298,0.11528989,-0.015170708,-0.24241608,-0.41860592,0.07152225,0.355106,-0.26893193,0.004585009,0.030943079
HSPB1,0.3164934,-0.19926003,-0.22004487,0.095474064,-0.24738392,0.07241745,-0.105423756,0.11385096,-0.01635646,-0.24298239,-0.41640624,0.06979084,0.36083102,-0.26843983,0.005295608,0.030771667
HSPD1,0.3128596,-0.19796789,-0.21723357,0.09518482,-0.24601355,0.07428311,-0.10406616,0.11387139,-0.016687877,-0.24166407,-0.41867018,0.07081589,0.35555115,-0.26860726,0.0042412095,0.031223426
ICA1,0.32415062,-0.21134195,-0.2097497,0.08047056,-0.24284253,0.080753565,-0.10561843,0.10710074,-0.008289456,-0.23748037,-0.42086065,0.07250722,0.3532257,-0.26364818,0.01272811,0.030577855
ICAM1,0.3134305,-0.19815373,-0.21790305,0.09647764,-0.24618247,0.07400891,-0.10402756,0.11325238,-0.015867546,-0.24182846,-0.41704798,0.06991468,0.35720468,-0.2689349,0.0046888627,0.03099828
IFNG,0.3274969,-0.2052946,-0.21163669,0.058425516,-0.24424228,0.0809187,-0.117314525,0.11700035,-0.02730234,-0.23748827,-0.4370256,0.08321561,0.33874494,-0.2520398,0.014389195,0.03412293
